Time (sec),Rotation_X (deg),Height_Z (mm)
73.567,-2.858,-4.659
73.600,-2.884,-4.779
73.633,-2.905,-4.894
73.667,-2.905,-4.894
73.700,-2.923,-4.998
73.733,-2.923,-4.998
73.767,-2.923,-4.998
73.800,-2.942,-5.098
73.833,-2.942,-5.098
73.867,-2.942,-5.098
73.900,-2.942,-5.098
73.933,-2.942,-5.098
73.967,-2.942,-5.098
74.000,-2.942,-5.098
74.033,-2.942,-5.098
74.067,-2.965,-5.200
74.100,-2.965,-5.200
74.133,-2.986,-5.287
74.167,-2.986,-5.287
74.200,-2.986,-5.287
74.233,-3.005,-5.368
74.267,-3.005,-5.368
74.300,-3.034,-5.434
74.333,-3.034,-5.434
74.367,-3.034,-5.434
74.400,-3.053,-5.502
74.433,-3.053,-5.502
74.467,-3.053,-5.502
74.500,-3.053,-5.502
74.533,-3.077,-5.564
74.567,-3.077,-5.564
74.600,-3.077,-5.564
74.633,-3.077,-5.564
74.667,-3.093,-5.614
74.700,-3.109,-5.659
74.733,-3.109,-5.659
74.767,-3.121,-5.704
74.800,-3.128,-5.749
74.833,-3.128,-5.749
74.867,-3.137,-5.788
74.900,-3.137,-5.788
74.933,-3.137,-5.788
74.967,-3.137,-5.788
75.000,-3.137,-5.788
75.033,-3.137,-5.788
75.067,-3.137,-5.788
75.100,-3.137,-5.788
75.133,-3.150,-5.832
75.167,-3.150,-5.832
75.200,-3.150,-5.832
75.233,-3.150,-5.832
75.267,-3.150,-5.832
75.300,-3.150,-5.832
75.367,-3.169,-5.918
75.400,-3.187,-5.994
75.467,-3.205,-6.065
75.500,-3.205,-6.065
75.533,-3.205,-6.065
75.567,-3.205,-6.065
75.633,-3.205,-6.065
75.667,-3.205,-6.065
75.700,-3.205,-6.065
75.733,-3.205,-6.065
75.767,-3.225,-6.141
75.800,-3.225,-6.141
75.833,-3.225,-6.141
75.867,-3.225,-6.141
75.900,-3.246,-6.207
75.933,-3.268,-6.272
75.967,-3.286,-6.337
76.000,-3.301,-6.384
76.033,-3.301,-6.384
76.067,-3.301,-6.384
76.100,-3.313,-6.418
76.133,-3.313,-6.418
76.167,-3.329,-6.455
76.200,-3.329,-6.455
76.233,-3.329,-6.455
76.267,-3.329,-6.455
76.300,-3.329,-6.455
76.333,-3.329,-6.455
76.367,-3.329,-6.455
76.400,-3.342,-6.483
76.433,-3.342,-6.483
76.467,-3.355,-6.507
76.500,-3.355,-6.507
76.533,-3.355,-6.507
76.567,-3.355,-6.507
76.600,-3.355,-6.507
76.633,-3.357,-6.521
76.667,-3.357,-6.521
76.700,-3.357,-6.521
76.733,-3.357,-6.521
76.767,-3.357,-6.521
76.800,-3.357,-6.521
76.833,-3.357,-6.521
76.867,-3.352,-6.529
76.900,-3.352,-6.529
76.933,-3.352,-6.529
77.000,-3.347,-6.530
77.033,-3.346,-6.531
77.067,-3.346,-6.531
77.100,-3.344,-6.528
77.133,-3.337,-6.517
77.167,-3.337,-6.517
77.200,-3.337,-6.517
77.233,-3.337,-6.517
77.267,-3.332,-6.503
77.300,-3.328,-6.490
77.333,-3.328,-6.490
77.367,-3.328,-6.490
77.400,-3.328,-6.490
77.433,-3.316,-6.475
77.467,-3.316,-6.475
77.500,-3.316,-6.475
77.533,-3.316,-6.475
77.567,-3.316,-6.475
77.600,-3.316,-6.475
77.633,-3.316,-6.475
77.667,-3.316,-6.475
77.700,-3.299,-6.446
77.733,-3.299,-6.446
77.767,-2.629,-6.446
77.800,-2.629,-6.446
77.833,-2.682,-6.409
77.867,-2.731,-6.386
77.900,-2.731,-6.386
77.933,-2.774,-6.363
77.967,-2.774,-6.363
78.000,-2.815,-6.344
78.033,-2.815,-6.344
78.067,-2.843,-6.330
78.100,-2.874,-6.309
78.133,-2.874,-6.309
78.167,-2.874,-6.309
78.233,-2.874,-6.309
78.267,-2.874,-6.309
78.300,-2.890,-6.274
78.333,-2.890,-6.274
78.367,-2.890,-6.274
78.400,-2.890,-6.274
78.433,-2.890,-6.274
78.467,-2.890,-6.274
78.500,-2.903,-6.229
78.533,-2.903,-6.229
78.567,-2.903,-6.229
78.600,-2.908,-6.181
78.633,-2.908,-6.181
78.667,-2.911,-6.136
78.700,-2.911,-6.136
78.733,-2.917,-6.091
78.767,-2.917,-6.091
78.800,-2.917,-6.091
78.833,-2.917,-6.091
78.867,-2.917,-6.091
78.900,-2.917,-6.091
78.933,-2.917,-6.091
78.967,-2.917,-6.038
79.000,-2.917,-6.038
79.033,-2.917,-6.038
79.067,-2.917,-6.038
79.100,-2.917,-6.038
79.133,-2.917,-6.038
79.167,-2.917,-6.038
79.200,-2.913,-5.982
79.233,-2.909,-5.932
79.267,-2.909,-5.932
79.300,-2.909,-5.932
79.333,-2.909,-5.932
79.367,-2.909,-5.932
79.400,-2.902,-5.888
79.433,-2.902,-5.888
79.467,-2.902,-5.888
79.500,-2.902,-5.888
79.533,-2.902,-5.888
79.567,-2.892,-5.834
79.600,-2.892,-5.834
79.633,-2.892,-5.834
79.667,-2.892,-5.834
79.700,-2.892,-5.834
79.733,-2.892,-5.834
79.767,-2.892,-5.834
79.800,-2.892,-5.834
79.833,-2.878,-5.783
79.867,-2.878,-5.783
79.900,-2.878,-5.783
79.933,-2.863,-5.729
79.967,-2.843,-5.687
80.000,-2.831,-5.644
80.033,-2.822,-5.601
80.067,-2.822,-5.601
80.100,-2.822,-5.601
80.133,-2.807,-5.564
80.167,-2.807,-5.564
80.200,-2.807,-5.564
80.233,-2.807,-5.564
80.267,-2.807,-5.564
80.300,-2.807,-5.564
80.333,-2.807,-5.564
80.367,-2.788,-5.511
80.400,-2.765,-5.461
80.433,-2.746,-5.406
80.467,-2.731,-5.353
80.500,-2.731,-5.353
80.533,-2.731,-5.353
80.567,-2.718,-5.300
80.600,-2.706,-5.251
80.633,-2.695,-5.206
80.667,-2.695,-5.206
80.700,-2.677,-5.157
80.733,-2.677,-5.157
80.767,-2.662,-5.108
80.800,-2.652,-5.058
80.833,-2.652,-5.058
80.867,-2.652,-5.058
80.900,-2.639,-5.019
80.933,-2.625,-4.990
80.967,-2.625,-4.990
81.000,-2.625,-4.990
81.033,-2.625,-4.990
81.067,-2.625,-4.990
81.100,-2.625,-4.990
81.133,-2.611,-4.949
81.167,-2.611,-4.949
81.200,-2.594,-4.894
81.233,-2.594,-4.894
81.267,-2.594,-4.894
81.300,-2.594,-4.894
81.333,-2.573,-4.833
81.367,-2.556,-4.768
81.400,-2.556,-4.768
81.433,-2.556,-4.768
81.467,-2.556,-4.768
81.500,-2.556,-4.768
81.533,-2.534,-4.704
81.567,-2.534,-4.704
81.600,-2.534,-4.704
81.633,-2.534,-4.704
81.667,-2.534,-4.704
81.700,-2.534,-4.704
81.733,-2.514,-4.643
81.767,-2.514,-4.643
81.800,-2.492,-4.578
81.833,-2.492,-4.578
81.867,-2.471,-4.523
81.900,-2.471,-4.523
81.933,-2.455,-4.466
81.967,-2.455,-4.466
82.000,-2.455,-4.466
82.033,-2.455,-4.466
82.067,-2.434,-4.408
82.100,-2.421,-4.350
82.133,-2.407,-4.300
82.167,-2.407,-4.300
82.200,-2.407,-4.300
82.233,-2.407,-4.300
82.267,-2.407,-4.300
82.300,-2.407,-4.300
82.333,-2.390,-4.236
82.367,-2.390,-4.236
82.400,-2.390,-4.236
82.433,-2.390,-4.236
82.467,-2.390,-4.236
82.500,-2.390,-4.236
82.533,-2.368,-4.163
82.567,-2.349,-4.096
82.600,-2.349,-4.096
82.633,-2.349,-4.096
82.667,-2.328,-4.039
82.700,-2.328,-4.039
82.733,-2.328,-4.039
82.767,-2.328,-4.039
82.800,-2.328,-4.039
82.833,-2.308,-3.980
82.867,-2.308,-3.980
82.900,-2.308,-3.980
82.933,-2.308,-3.980
82.967,-2.279,-3.925
83.000,-2.279,-3.925
83.033,-2.279,-3.925
83.067,-2.279,-3.925
83.100,-2.264,-3.873
83.133,-2.264,-3.873
83.167,-2.254,-3.826
83.200,-2.239,-3.786
83.233,-2.239,-3.786
83.267,-2.226,-3.751
83.300,-2.226,-3.751
83.333,-2.210,-3.722
83.367,-2.210,-3.722
83.400,-2.210,-3.722
83.433,-2.210,-3.722
83.467,-2.212,-3.706
83.500,-2.212,-3.706
83.533,-2.212,-3.706
83.567,-2.212,-3.706
83.600,-2.212,-3.706
83.633,-2.212,-3.706
83.667,-2.219,-3.702
83.700,-2.219,-3.702
83.733,-2.219,-3.702
83.767,-2.219,-3.702
83.800,-2.223,-3.701
83.833,-2.223,-3.701
83.867,-2.228,-3.700
83.900,-2.232,-3.712
83.933,-2.232,-3.712
83.967,-2.232,-3.712
84.000,-2.232,-3.712
84.033,-2.232,-3.712
84.067,-2.232,-3.712
84.100,-2.232,-3.712
84.133,-2.232,-3.712
84.167,-2.232,-3.712
84.200,-2.232,-3.712
84.233,-2.245,-3.729
84.267,-2.253,-3.745
84.300,-2.253,-3.745
84.333,-2.253,-3.745
84.367,-2.253,-3.745
84.400,-2.253,-3.745
84.433,-2.265,-3.775
84.467,-2.277,-3.801
84.500,-2.277,-3.801
84.533,-2.301,-3.825
84.567,-2.312,-3.847
84.600,-2.312,-3.847
84.633,-2.312,-3.847
84.667,-2.312,-3.847
84.700,-2.312,-3.847
84.733,-2.312,-3.847
84.767,-2.312,-3.847
84.800,-2.312,-3.847
84.833,-2.312,-3.847
84.867,-2.312,-3.847
84.900,-2.312,-3.847
84.933,-2.312,-3.847
84.967,-2.312,-3.847
85.000,-2.343,-3.899
85.033,-2.368,-3.950
85.067,-2.368,-3.950
85.100,-2.368,-3.950
85.133,-2.368,-3.950
85.167,-2.368,-3.950
85.200,-2.368,-3.950
85.233,-2.368,-3.950
85.267,-2.368,-3.950
85.300,-2.368,-3.950
85.333,-2.368,-3.950
85.367,-2.368,-3.950
85.400,-2.368,-3.950
85.433,-2.404,-4.024
85.467,-2.444,-4.097
85.500,-2.444,-4.097
85.533,-2.485,-4.165
85.567,-2.485,-4.165
85.600,-2.485,-4.165
85.633,-2.523,-4.234
85.667,-2.523,-4.234
85.700,-2.523,-4.234
85.733,-2.564,-4.307
85.767,-2.602,-4.371
85.800,-2.602,-4.371
85.833,-2.629,-4.434
85.867,-2.653,-4.491
85.900,-2.681,-4.543
85.933,-2.681,-4.543
85.967,-2.681,-4.543
86.000,-2.681,-4.543
86.033,-2.703,-4.598
86.067,-2.725,-4.649
86.100,-2.725,-4.649
86.133,-2.747,-4.695
86.167,-2.747,-4.695
86.200,-2.747,-4.695
86.233,-2.771,-4.742
86.267,-2.771,-4.742
86.300,-2.771,-4.742
86.333,-2.771,-4.742
86.367,-2.771,-4.742
86.400,-2.799,-4.784
86.433,-2.799,-4.784
86.467,-2.799,-4.784
86.500,-2.822,-4.827
86.533,-2.822,-4.827
86.567,-2.822,-4.827
86.600,-2.822,-4.827
86.633,-2.822,-4.827
86.667,-2.822,-4.827
86.700,-2.822,-4.827
86.733,-2.822,-4.827
86.767,-2.850,-4.885
86.800,-2.850,-4.885
86.833,-2.850,-4.885
86.867,-2.850,-4.885
86.900,-2.885,-4.932
86.933,-2.912,-4.983
86.967,-2.939,-5.023
87.000,-2.939,-5.023
87.033,-2.976,-5.054
87.067,-3.006,-5.089
87.100,-3.006,-5.089
87.133,-3.006,-5.089
87.167,-3.029,-5.129
87.200,-3.056,-5.167
87.233,-3.056,-5.167
87.267,-3.080,-5.190
87.300,-3.080,-5.190
87.333,-3.102,-5.221
87.367,-3.117,-5.254
87.400,-3.133,-5.284
87.433,-3.133,-5.284
87.467,-3.154,-5.310
87.500,-3.154,-5.310
87.533,-3.154,-5.310
87.567,-3.171,-5.337
87.600,-3.171,-5.337
87.633,-3.171,-5.337
87.667,-3.171,-5.337
87.700,-3.171,-5.337
87.733,-3.196,-5.357
87.767,-3.214,-5.377
87.800,-3.214,-5.377
87.833,-3.214,-5.377
87.867,-3.214,-5.377
87.900,-3.214,-5.377
87.933,-3.214,-5.377
87.967,-3.214,-5.377
88.000,-3.214,-5.377
88.033,-3.214,-5.377
88.067,-3.214,-5.377
88.100,-3.214,-5.377
88.133,-3.227,-5.398
88.167,-3.227,-5.398
88.200,-3.227,-5.398
88.233,-3.227,-5.398
88.267,-3.243,-5.421
88.300,-3.243,-5.421
88.333,-3.252,-5.441
88.367,-3.265,-5.466
88.400,-3.265,-5.466
88.433,-3.283,-5.484
88.467,-3.283,-5.484
88.500,-3.297,-5.501
88.533,-3.297,-5.501
88.567,-3.297,-5.501
88.600,-3.297,-5.501
88.633,-3.312,-5.529
88.667,-3.326,-5.551
88.700,-3.337,-5.573
88.733,-3.337,-5.573
88.767,-3.337,-5.573
88.800,-3.337,-5.573
88.833,-3.337,-5.573
88.867,-3.346,-5.587
88.900,-3.358,-5.599
88.933,-3.358,-5.599
88.967,-3.358,-5.599
89.000,-3.358,-5.599
89.033,-3.378,-5.619
89.067,-3.394,-5.639
89.100,-3.406,-5.671
89.133,-3.418,-5.702
89.167,-3.418,-5.702
89.200,-3.418,-5.702
89.233,-3.418,-5.702
89.267,-3.418,-5.702
89.300,-3.418,-5.702
89.333,-3.418,-5.702
89.367,-3.434,-5.737
89.400,-3.434,-5.737
89.433,-3.434,-5.737
89.467,-3.434,-5.737
89.500,-3.449,-5.779
89.533,-3.449,-5.779
89.567,-3.449,-5.779
89.600,-3.465,-5.809
89.633,-3.482,-5.837
89.667,-3.482,-5.837
89.700,-3.482,-5.837
89.733,-3.493,-5.869
89.767,-3.493,-5.869
89.800,-3.493,-5.869
89.833,-3.493,-5.869
89.867,-3.503,-5.902
89.900,-3.512,-5.933
89.933,-3.512,-5.933
90.033,-3.529,-5.961
90.067,-3.542,-5.991
90.133,-3.542,-5.991
90.167,-3.551,-6.028
90.200,-3.551,-6.028
90.233,-3.551,-6.028
90.267,-3.566,-6.062
90.300,-3.586,-6.093
90.333,-3.586,-6.093
90.367,-3.586,-6.093
90.400,-3.600,-6.119
90.433,-3.600,-6.119
90.467,-3.600,-6.119
90.500,-3.600,-6.119
90.533,-3.613,-6.153
90.567,-3.627,-6.180
90.600,-3.627,-6.180
90.633,-3.627,-6.180
90.667,-3.640,-6.208
90.700,-3.640,-6.208
90.733,-3.640,-6.208
90.767,-3.640,-6.208
90.800,-3.640,-6.208
90.833,-3.640,-6.208
90.867,-3.646,-6.240
90.900,-3.646,-6.274
90.933,-3.646,-6.274
90.967,-3.646,-6.274
91.000,-3.658,-6.299
91.033,-3.658,-6.299
91.067,-3.662,-6.325
91.100,-3.662,-6.325
91.133,-3.662,-6.325
91.167,-3.662,-6.325
91.200,-3.662,-6.325
91.233,-3.662,-6.325
91.267,-3.662,-6.354
91.300,-3.662,-6.354
91.333,-3.662,-6.354
91.367,-3.667,-6.373
91.400,-3.667,-6.373
91.433,-3.667,-6.373
91.467,-3.667,-6.373
91.500,-3.667,-6.373
91.533,-3.667,-6.373
91.567,-3.671,-6.401
91.600,-3.667,-6.428
91.633,-3.667,-6.428
91.667,-3.666,-6.448
91.700,-3.673,-6.458
91.733,-3.680,-6.474
91.767,-3.698,-6.482
91.800,-3.698,-6.482
91.833,-3.767,-6.418
91.867,-3.781,-6.412
91.900,-3.781,-6.412
91.933,-3.781,-6.412
91.967,-3.781,-6.412
92.000,-3.781,-6.412
92.033,-3.774,-6.426
92.067,-3.774,-6.426
92.100,-3.774,-6.426
92.133,-3.774,-6.426
92.167,-3.774,-6.426
92.200,-3.758,-6.444
92.233,-3.758,-6.444
92.267,-3.758,-6.444
92.333,-3.758,-6.444
92.400,-3.758,-6.444
92.433,-3.758,-6.444
92.467,-3.758,-6.444
92.500,-3.758,-6.444
92.533,-3.758,-6.444
92.567,-3.758,-6.444
92.600,-3.758,-6.444
92.633,-3.758,-6.444
92.667,-3.758,-6.444
92.700,-3.758,-6.444
92.733,-3.758,-6.444
92.767,-3.738,-6.471
92.800,-3.724,-6.491
92.900,-3.709,-6.506
92.967,-3.709,-6.506
93.000,-3.709,-6.506
93.033,-3.697,-6.524
93.067,-3.697,-6.524
93.100,-3.697,-6.524
93.133,-3.697,-6.524
93.167,-3.685,-6.532
93.200,-3.685,-6.532
93.233,-3.685,-6.532
93.267,-3.679,-6.537
93.300,-3.669,-6.546
93.333,-3.619,-6.657
93.367,-3.619,-6.657
93.400,-3.619,-6.657
93.433,-3.619,-6.657
93.467,-3.611,-6.650
93.500,-3.611,-6.650
93.533,-3.609,-6.640
93.567,-3.609,-6.640
93.600,-3.609,-6.640
93.633,-3.609,-6.640
93.667,-3.609,-6.640
93.700,-3.609,-6.640
93.733,-3.609,-6.640
93.767,-3.609,-6.640
93.800,-3.609,-6.640
93.833,-3.609,-6.640
93.900,-3.609,-6.640
93.967,-3.603,-6.618
94.033,-3.603,-6.618
94.067,-3.601,-6.599
94.100,-3.601,-6.599
94.133,-3.601,-6.599
94.167,-3.601,-6.599
94.200,-3.598,-6.574
94.233,-3.598,-6.574
94.267,-3.598,-6.574
94.300,-3.592,-6.548
94.333,-3.592,-6.548
94.367,-3.592,-6.548
94.400,-3.584,-6.524
94.433,-3.580,-6.500
94.467,-3.580,-6.500
94.500,-3.580,-6.500
94.533,-3.577,-6.476
94.567,-3.571,-6.449
94.600,-3.571,-6.449
94.633,-3.569,-6.421
94.667,-3.565,-6.394
94.700,-3.565,-6.394
94.733,-3.565,-6.394
94.767,-3.565,-6.394
94.800,-3.565,-6.394
94.833,-3.565,-6.394
94.867,-3.565,-6.394
94.900,-3.556,-6.362
94.933,-3.556,-6.362
94.967,-3.548,-6.327
95.000,-3.548,-6.327
95.033,-3.536,-6.294
95.100,-3.536,-6.294
95.133,-3.526,-6.264
95.167,-3.526,-6.264
95.200,-3.526,-6.264
95.233,-3.526,-6.264
95.267,-3.526,-6.264
95.300,-3.526,-6.264
95.333,-3.521,-6.226
95.367,-3.521,-6.226
95.400,-3.521,-6.226
95.433,-3.521,-6.226
95.467,-3.507,-6.187
95.500,-3.507,-6.187
95.533,-3.498,-6.144
95.567,-3.498,-6.144
95.600,-3.498,-6.144
95.633,-3.498,-6.144
95.667,-3.493,-6.102
95.700,-3.485,-6.068
95.733,-3.478,-6.035
95.767,-3.478,-6.035
95.800,-3.467,-6.004
95.833,-3.467,-6.004
95.867,-3.467,-6.004
95.900,-3.457,-5.966
95.933,-3.457,-5.966
95.967,-3.448,-5.922
96.000,-3.436,-5.885
96.033,-3.436,-5.885
96.067,-3.425,-5.849
96.100,-3.425,-5.849
96.133,-3.425,-5.849
96.167,-3.425,-5.849
96.200,-3.425,-5.849
96.233,-3.425,-5.849
96.267,-3.425,-5.849
96.300,-3.420,-5.812
96.333,-3.420,-5.812
96.367,-3.412,-5.783
96.400,-3.412,-5.783
96.433,-3.412,-5.783
96.467,-3.412,-5.783
96.500,-3.412,-5.783
96.533,-3.404,-5.754
96.567,-3.404,-5.754
96.600,-3.404,-5.754
96.633,-3.404,-5.754
96.667,-3.400,-5.721
96.700,-3.399,-5.688
96.733,-3.400,-5.656
96.767,-3.401,-5.629
96.800,-3.401,-5.629
96.833,-3.401,-5.629
96.867,-3.391,-5.594
96.900,-3.385,-5.556
96.933,-3.385,-5.556
96.967,-3.385,-5.556
97.000,-3.385,-5.556
97.033,-3.378,-5.518
97.067,-3.368,-5.486
97.100,-3.366,-5.450
97.133,-3.366,-5.450
97.167,-3.366,-5.422
97.200,-3.366,-5.422
97.233,-3.366,-5.422
97.267,-3.366,-5.422
97.300,-3.392,-5.392
97.333,-3.435,-5.411
97.367,-3.435,-5.411
97.400,-3.465,-5.398
97.433,-3.497,-5.377
97.467,-3.513,-5.358
97.500,-3.513,-5.358
97.533,-3.513,-5.358
97.567,-3.513,-5.358
97.600,-3.513,-5.358
97.633,-3.493,-5.313
97.667,-3.477,-5.263
97.700,-3.477,-5.263
97.733,-3.446,-5.196
97.767,-3.446,-5.196
97.800,-3.446,-5.196
97.833,-3.446,-5.196
97.867,-3.385,-5.085
97.900,-3.322,-4.979
97.933,-3.322,-4.979
97.967,-3.322,-4.979
98.000,-3.247,-4.851
98.033,-3.247,-4.851
98.067,-3.172,-4.720
98.100,-3.172,-4.720
98.133,-3.090,-4.593
98.167,-3.090,-4.593
98.200,-3.090,-4.593
98.233,-3.090,-4.593
98.267,-3.090,-4.593
98.300,-3.090,-4.593
98.333,-3.090,-4.593
98.367,-3.090,-4.593
98.400,-2.987,-4.423
98.433,-2.987,-4.423
98.467,-2.987,-4.423
98.500,-2.987,-4.423
98.533,-2.987,-4.423
98.567,-2.890,-4.264
98.600,-2.890,-4.264
98.633,-2.890,-4.264
98.667,-2.890,-4.264
98.700,-2.805,-4.131
98.733,-2.805,-4.131
98.767,-2.805,-4.131
98.800,-2.805,-4.131
98.833,-2.722,-4.008
98.867,-2.722,-4.008
98.900,-2.655,-3.895
98.933,-2.655,-3.895
98.967,-2.655,-3.895
99.000,-2.655,-3.895
99.033,-2.655,-3.895
99.067,-2.655,-3.895
99.100,-2.593,-3.795
99.133,-2.593,-3.795
99.167,-2.536,-3.713
99.200,-2.536,-3.713
99.233,-2.491,-3.631
99.267,-2.449,-3.558
99.300,-2.449,-3.558
99.333,-2.449,-3.558
99.367,-2.449,-3.558
99.400,-2.449,-3.558
99.433,-2.449,-3.558
99.467,-2.449,-3.558
99.500,-2.449,-3.558
99.533,-2.449,-3.558
99.567,-2.408,-3.505
99.600,-2.408,-3.505
99.633,-2.379,-3.458
99.667,-2.379,-3.458
99.700,-2.354,-3.419
99.733,-2.354,-3.419
99.767,-2.354,-3.419
99.800,-2.354,-3.419
99.833,-2.354,-3.419
99.867,-2.354,-3.419
99.900,-2.322,-3.393
99.933,-2.294,-3.375
99.967,-2.294,-3.375
100.000,-2.294,-3.375
100.033,-2.294,-3.375
100.067,-2.294,-3.375
100.100,-2.294,-3.375
100.133,-2.274,-3.367
100.167,-2.257,-3.356
100.200,-2.246,-3.345
100.233,-2.246,-3.345
100.267,-2.246,-3.345
100.300,-2.246,-3.345
100.333,-2.246,-3.345
100.367,-2.246,-3.345
100.400,-2.246,-3.345
100.433,-2.246,-3.345
100.467,-2.246,-3.345
100.500,-2.235,-3.342
100.533,-2.235,-3.342
100.567,-2.225,-3.339
100.600,-2.218,-3.337
100.633,-2.223,-3.330
100.667,-2.231,-3.318
100.700,-2.231,-3.318
100.733,-2.221,-3.333
100.767,-2.220,-3.345
100.800,-2.219,-3.345
100.833,-2.219,-3.345
100.867,-2.219,-3.345
100.900,-2.209,-3.350
100.933,-2.203,-3.353
100.967,-2.203,-3.353
101.000,-2.204,-3.360
101.033,-2.204,-3.360
101.067,-2.204,-3.360
101.100,-2.194,-3.369
101.133,-2.194,-3.369
101.167,-2.194,-3.369
101.200,-2.194,-3.369
101.233,-2.196,-3.375
101.267,-2.199,-3.389
101.300,-2.199,-3.389
101.333,-2.199,-3.389
101.367,-2.199,-3.389
101.400,-2.199,-3.389
101.433,-2.199,-3.389
101.467,-2.203,-3.404
101.500,-2.203,-3.404
101.533,-2.203,-3.404
101.567,-2.203,-3.404
101.600,-2.201,-3.420
101.633,-2.199,-3.434
101.667,-2.203,-3.442
101.700,-2.203,-3.442
101.733,-2.199,-3.454
101.767,-2.199,-3.454
101.800,-2.199,-3.454
101.833,-2.203,-3.466
101.867,-2.203,-3.466
101.900,-2.203,-3.466
101.933,-2.203,-3.466
101.967,-2.203,-3.466
102.000,-2.198,-3.486
102.033,-2.194,-3.503
102.067,-2.194,-3.503
102.100,-2.194,-3.503
102.133,-2.193,-3.511
102.167,-2.190,-3.524
102.200,-2.190,-3.524
102.233,-2.190,-3.524
102.267,-2.190,-3.524
102.300,-2.191,-3.546
102.333,-2.188,-3.565
102.367,-2.188,-3.565
102.400,-2.188,-3.565
102.433,-2.188,-3.565
102.467,-2.188,-3.565
102.500,-2.188,-3.565
102.533,-2.188,-3.565
102.567,-2.188,-3.565
102.600,-2.188,-3.565
102.633,-2.188,-3.565
102.667,-2.185,-3.580
102.700,-2.185,-3.580
102.733,-2.185,-3.580
102.767,-2.185,-3.580
102.800,-2.187,-3.600
102.833,-2.187,-3.600
102.867,-2.187,-3.600
102.900,-2.187,-3.600
102.933,-2.187,-3.600
102.967,-2.186,-3.616
103.000,-2.186,-3.616
103.033,-2.186,-3.616
103.067,-2.186,-3.638
103.100,-2.188,-3.658
103.133,-2.188,-3.658
103.167,-2.188,-3.658
103.200,-2.188,-3.658
103.233,-2.185,-3.673
103.267,-2.187,-3.686
103.300,-2.187,-3.686
103.333,-2.187,-3.686
103.367,-2.177,-3.700
103.400,-2.170,-3.711
103.433,-2.170,-3.711
103.467,-2.168,-3.715
103.500,-2.165,-3.727
103.533,-2.165,-3.727
103.567,-2.165,-3.727
103.600,-2.165,-3.727
103.633,-2.165,-3.727
103.667,-2.165,-3.727
103.700,-2.165,-3.727
103.733,-2.165,-3.737
103.767,-2.165,-3.737
103.800,-2.165,-3.748
103.833,-2.159,-3.764
103.867,-2.154,-3.773
103.900,-2.154,-3.773
103.933,-2.151,-3.779
103.967,-2.151,-3.779
104.000,-2.151,-3.779
104.033,-2.148,-3.784
104.067,-2.148,-3.784
104.100,-2.143,-3.795
104.133,-2.143,-3.795
104.167,-2.143,-3.795
104.200,-2.143,-3.795
104.233,-2.141,-3.801
104.267,-2.141,-3.801
104.300,-2.136,-3.808
104.333,-2.136,-3.808
104.367,-2.136,-3.808
104.400,-2.136,-3.808
104.433,-2.136,-3.808
104.467,-2.136,-3.808
104.500,-2.136,-3.808
104.533,-2.138,-3.816
104.567,-2.134,-3.825
104.600,-2.134,-3.825
104.633,-2.134,-3.825
104.667,-2.186,-3.774
104.700,-2.217,-3.734
104.733,-2.217,-3.734
104.767,-2.204,-3.745
104.800,-2.204,-3.745
104.833,-2.196,-3.751
104.867,-2.196,-3.751
104.900,-2.196,-3.751
104.933,-2.196,-3.751
104.967,-2.196,-3.751
105.000,-2.196,-3.751
105.033,-2.196,-3.751
105.067,-2.188,-3.747
105.100,-2.188,-3.747
105.133,-2.188,-3.747
105.167,-2.188,-3.747
105.200,-2.181,-3.748
105.233,-2.180,-3.734
105.267,-2.180,-3.734
105.300,-2.158,-3.747
105.333,-2.158,-3.747
105.367,-2.158,-3.747
105.400,-2.158,-3.747
105.433,-2.144,-3.752
105.467,-2.144,-3.752
105.500,-2.125,-3.762
105.533,-2.125,-3.762
105.567,-2.104,-3.772
105.600,-2.088,-3.778
105.633,-2.088,-3.778
105.667,-2.088,-3.778
105.700,-2.074,-3.780
105.733,-2.074,-3.780
105.767,-2.074,-3.780
105.800,-2.074,-3.780
105.833,-2.054,-3.785
105.867,-2.054,-3.785
105.900,-2.046,-3.788
105.933,-2.032,-3.795
105.967,-2.032,-3.795
106.000,-2.032,-3.795
106.033,-2.032,-3.795
106.067,-2.032,-3.795
106.100,-2.016,-3.807
106.133,-2.016,-3.807
106.167,-2.006,-3.813
106.200,-2.006,-3.813
106.233,-2.006,-3.813
106.267,-1.994,-3.814
106.300,-1.986,-3.812
106.333,-1.986,-3.812
106.367,-1.976,-3.811
106.400,-1.976,-3.811
106.433,-1.976,-3.811
106.467,-1.976,-3.811
106.500,-1.976,-3.811
106.533,-1.976,-3.811
106.567,-1.976,-3.811
106.600,-1.976,-3.811
106.633,-1.963,-3.811
106.667,-1.948,-3.817
106.700,-1.933,-3.824
106.733,-1.933,-3.824
106.767,-1.923,-3.823
106.800,-1.923,-3.823
106.833,-1.911,-3.823
106.867,-1.911,-3.823
106.900,-1.911,-3.823
106.933,-1.911,-3.823
106.967,-1.911,-3.823
107.000,-1.906,-3.817
107.033,-1.906,-3.817
107.067,-1.906,-3.817
107.100,-1.906,-3.817
107.133,-1.906,-3.817
107.167,-1.906,-3.817
107.200,-1.906,-3.817
107.233,-1.906,-3.817
107.267,-1.892,-3.814
107.300,-1.892,-3.814
107.333,-1.892,-3.814
107.367,-1.892,-3.814
