Time (sec),Rotation_X (deg),Height_Z (mm)
235.200,2.255,6.885
235.233,2.255,6.885
235.267,2.255,6.885
235.300,2.281,6.762
235.333,2.307,6.652
235.367,2.326,6.554
235.400,2.326,6.554
235.433,2.346,6.483
235.467,2.346,6.483
235.500,2.346,6.483
235.533,2.346,6.856
235.567,2.346,7.189
235.600,2.346,7.189
235.633,2.367,7.056
235.667,2.367,7.056
235.700,2.390,6.929
235.733,2.409,6.818
235.767,2.426,6.719
235.800,2.444,6.634
235.833,2.444,6.634
235.867,2.458,6.563
235.900,2.458,6.563
235.933,2.472,6.494
235.967,2.472,6.494
236.000,2.472,6.494
236.033,2.485,6.434
236.067,2.485,6.434
236.100,2.485,6.434
236.133,2.485,6.434
236.167,2.496,6.379
236.200,2.511,6.321
236.233,2.526,6.267
236.267,2.526,6.267
236.300,2.535,6.216
236.333,2.540,6.168
236.367,2.549,6.129
236.400,2.556,6.089
236.433,2.556,6.089
236.467,2.559,6.051
236.500,2.560,6.017
236.533,2.568,5.982
236.567,2.568,5.982
236.600,2.568,5.982
236.633,2.571,5.946
236.667,2.572,5.916
236.700,2.572,5.916
236.733,2.572,5.916
236.767,2.572,5.916
236.800,2.571,5.876
236.833,2.573,5.847
236.867,2.573,5.847
236.900,2.573,5.847
236.933,2.573,5.847
236.967,2.566,5.813
237.000,2.566,5.813
237.033,2.568,5.776
237.067,2.568,5.733
237.100,2.568,5.733
237.133,2.568,5.733
237.167,2.568,5.733
237.200,2.568,5.733
237.233,2.568,5.733
237.267,2.568,5.733
237.300,2.568,5.733
237.333,2.568,5.733
237.367,2.563,5.681
237.400,2.568,5.636
237.433,2.571,5.591
237.467,2.573,5.544
237.500,2.573,5.544
237.533,2.567,5.508
237.567,2.558,5.474
237.600,2.558,5.474
237.633,2.558,5.474
237.667,2.553,5.430
237.700,2.553,5.430
237.733,2.547,5.394
237.767,2.547,5.394
237.800,2.542,5.355
237.833,2.542,5.355
237.867,2.534,5.307
237.900,2.526,5.276
237.933,2.522,5.238
237.967,2.522,5.238
238.000,2.520,5.201
238.033,2.520,5.201
238.067,2.520,5.201
238.100,2.518,5.170
238.133,2.518,5.170
238.167,2.518,5.170
238.200,2.518,5.170
238.233,2.522,5.142
238.267,2.522,5.142
238.300,2.522,5.142
238.333,2.522,5.142
238.367,2.519,5.113
238.400,2.519,5.113
238.433,2.519,5.113
238.467,2.519,5.113
238.500,2.525,5.083
238.533,2.525,5.068
238.567,2.525,5.068
238.600,2.530,5.044
238.633,2.530,5.044
238.667,2.530,5.665
238.700,2.530,5.665
238.733,2.527,5.581
238.767,2.532,5.495
238.800,2.536,5.426
238.833,2.536,5.426
238.867,2.541,5.353
238.900,2.541,5.353
238.933,2.541,5.353
238.967,2.537,5.292
239.000,2.537,5.292
239.033,2.537,5.292
239.067,2.537,5.292
239.100,2.537,5.292
239.133,2.537,5.292
239.167,2.537,5.292
239.200,2.537,5.292
239.233,2.547,5.229
239.267,2.552,5.170
239.300,2.552,5.170
239.333,2.552,5.811
239.367,2.552,5.811
239.400,2.548,5.695
239.433,2.548,5.695
239.467,2.548,5.695
239.500,2.548,5.695
239.533,2.548,5.695
239.567,2.548,5.695
239.600,2.556,5.581
239.633,2.556,5.581
239.667,2.556,5.581
239.700,2.556,5.581
239.733,2.555,5.472
239.767,2.555,5.472
239.800,2.555,5.472
239.833,2.555,5.472
239.867,2.556,5.369
239.900,2.559,5.276
239.933,2.559,5.276
239.967,2.564,5.190
240.000,2.558,5.110
240.033,2.558,5.110
240.067,2.559,5.033
240.100,2.559,5.033
240.133,2.559,5.033
240.167,2.559,5.033
240.200,2.559,5.033
240.233,2.559,5.033
240.267,2.559,5.033
240.300,2.559,5.033
240.333,2.558,4.952
240.367,2.558,5.688
240.400,2.558,6.344
240.433,2.558,6.344
240.467,2.558,6.344
240.500,2.558,6.344
240.533,2.558,6.947
240.567,2.558,6.947
240.600,2.558,6.947
240.633,2.558,6.947
240.667,2.558,6.947
240.700,2.558,6.947
240.733,2.553,6.665
240.767,2.553,6.665
240.800,2.553,6.665
240.833,2.549,6.406
240.867,2.549,7.015
240.900,2.542,6.720
240.933,2.542,8.347
240.967,2.537,7.904
241.000,2.529,7.501
241.033,2.529,7.501
241.067,2.529,7.501
241.100,2.529,7.501
241.133,2.529,7.501
241.167,2.521,7.130
241.200,2.521,7.130
241.233,2.521,7.130
241.267,2.521,7.736
241.300,2.497,7.334
241.333,2.475,6.973
241.367,2.475,6.973
241.400,2.465,6.647
241.433,2.465,7.311
241.467,2.465,7.311
241.500,2.465,7.311
241.533,2.465,7.936
241.567,2.465,7.936
241.600,2.465,7.936
241.633,2.465,8.497
241.667,2.443,7.995
241.700,2.424,7.552
241.733,2.424,7.552
241.767,2.408,7.153
241.800,2.408,7.791
241.833,2.408,7.791
241.867,2.399,7.358
241.900,2.399,7.358
241.933,2.399,7.358
241.967,2.399,7.358
242.000,2.391,6.977
242.033,2.384,6.629
242.067,2.384,6.629
242.100,2.365,6.319
242.133,2.352,6.038
242.167,2.349,5.780
242.200,2.341,5.550
242.233,2.341,5.550
242.267,2.341,5.550
242.300,2.341,5.550
242.333,2.341,6.336
242.367,2.498,6.635
242.400,2.498,6.635
242.433,2.498,6.635
242.467,2.464,6.315
242.500,2.439,6.025
242.533,2.421,5.759
242.567,2.421,5.759
242.600,2.402,5.524
242.633,2.402,5.524
242.667,2.402,5.524
242.700,2.402,5.524
242.733,2.381,5.313
242.767,2.364,5.121
242.800,2.364,5.121
242.833,2.344,4.952
242.867,2.344,4.952
242.900,2.344,4.952
242.933,2.329,4.795
242.967,2.329,4.795
243.000,2.329,4.795
243.033,2.314,4.657
243.067,2.301,4.534
243.100,2.301,4.534
243.133,2.301,4.534
243.167,2.301,4.534
243.200,2.275,4.425
243.233,2.252,4.324
243.267,2.252,4.324
243.300,2.252,4.324
243.333,2.238,4.216
243.367,2.238,4.216
243.400,2.224,4.120
243.433,2.224,5.042
243.467,2.224,5.872
243.500,2.224,7.735
243.533,2.224,7.735
243.567,2.207,7.291
243.600,2.207,7.291
243.633,2.207,7.291
243.667,2.193,6.880
243.700,2.193,6.880
243.733,2.177,6.515
243.767,2.161,6.183
243.800,2.161,6.183
243.833,2.161,6.183
243.867,2.161,6.183
243.900,2.143,5.879
243.933,2.143,5.879
243.967,2.143,5.879
244.000,2.128,5.598
244.033,2.109,5.349
244.067,2.096,5.126
244.100,2.086,4.922
244.133,2.072,4.738
244.167,2.072,4.738
244.200,2.072,4.738
244.233,2.072,4.738
244.267,2.055,4.579
244.300,1.988,4.488
244.333,1.988,4.488
244.367,1.988,4.488
244.400,1.988,4.488
244.433,1.988,5.372
244.467,1.976,5.145
244.500,1.976,5.970
244.533,1.950,5.695
244.567,1.943,5.424
244.600,1.943,5.424
244.633,1.941,5.178
244.667,1.941,5.178
244.700,1.941,5.178
244.733,1.936,4.963
244.767,1.936,4.963
244.800,1.936,4.963
244.833,1.930,4.766
244.867,1.930,4.766
244.900,1.927,4.591
244.933,1.927,4.591
244.967,1.928,4.428
245.000,1.928,4.428
245.033,1.924,4.287
245.067,1.923,4.156
245.100,1.924,4.037
245.133,1.924,4.037
245.167,1.924,3.931
245.200,1.924,3.931
245.233,1.924,3.931
245.267,1.924,3.931
245.300,1.924,3.931
245.333,1.924,3.931
245.367,1.924,3.931
245.400,1.924,3.843
245.433,1.924,3.843
245.467,1.927,3.760
245.500,1.930,3.685
245.533,1.930,3.685
245.567,1.930,3.685
245.600,1.930,3.685
245.633,1.930,3.685
245.667,1.930,3.685
245.700,1.930,3.685
245.733,1.930,3.685
245.767,1.930,3.685
245.800,1.937,3.616
245.833,1.944,3.553
245.867,1.944,3.553
245.900,1.944,3.553
245.933,1.944,3.553
245.967,1.944,3.553
246.000,1.950,3.498
246.033,1.950,3.498
246.067,1.957,3.453
246.100,1.957,3.453
246.133,1.957,3.453
246.167,1.957,3.453
246.200,1.957,4.424
246.233,1.957,4.424
246.267,1.968,4.282
246.300,1.968,4.282
246.333,1.968,4.282
246.367,1.975,4.164
246.400,1.975,4.164
246.433,1.986,4.054
246.467,1.999,3.954
246.500,1.999,3.954
246.533,1.999,4.869
246.567,2.007,4.692
246.600,2.007,4.692
246.633,2.010,4.535
246.667,2.010,4.535
246.700,2.010,4.535
246.733,2.010,4.535
246.767,2.010,5.392
246.800,2.010,5.392
246.833,2.010,5.392
246.867,2.010,6.160
246.900,2.010,6.160
246.933,2.010,6.160
246.967,2.010,6.160
247.000,2.010,6.160
247.033,2.032,5.857
247.067,2.032,5.857
247.100,2.032,5.857
247.133,2.048,5.599
247.167,2.048,5.599
247.200,2.048,6.337
247.233,2.048,6.337
247.267,2.073,6.038
247.300,2.073,6.038
247.333,2.093,5.768
247.367,2.106,5.527
247.400,2.122,5.307
247.433,2.135,5.112
247.467,2.135,5.112
247.500,1.720,5.112
247.533,1.851,4.834
247.567,1.851,4.834
247.600,1.851,4.834
247.633,1.851,4.834
247.667,1.851,5.659
247.700,1.851,5.659
247.733,1.851,5.659
247.767,1.902,5.439
247.800,1.946,5.248
247.833,1.946,5.248
247.867,1.946,5.248
247.900,1.990,5.077
247.933,2.032,4.925
247.967,2.070,4.790
248.000,2.070,4.790
248.033,2.102,4.667
248.067,2.102,4.667
248.100,2.102,4.667
248.133,2.135,4.562
248.167,2.165,4.467
248.200,2.165,4.467
248.233,2.193,4.388
248.267,2.223,4.310
248.300,2.252,4.240
248.333,2.277,4.182
248.367,2.277,4.182
248.400,2.277,4.182
248.433,2.299,4.135
248.467,2.299,4.135
248.500,2.299,5.010
248.533,2.299,5.010
248.567,2.299,5.010
248.600,2.299,5.010
248.633,2.299,5.010
248.667,2.299,5.010
248.700,2.299,5.800
248.733,2.324,5.606
248.767,2.324,5.606
248.800,2.355,5.434
248.833,2.384,5.285
248.867,2.384,5.285
248.900,2.410,5.154
248.933,2.435,5.038
248.967,2.435,5.038
249.000,2.435,5.038
249.033,2.465,4.934
249.067,2.487,4.840
249.100,2.487,4.840
249.133,2.487,4.840
249.167,2.487,4.840
249.200,2.487,5.646
249.233,2.487,5.646
249.267,2.508,5.491
249.300,2.508,5.491
249.333,2.540,5.353
249.367,2.540,7.285
249.400,2.540,7.285
249.433,2.540,7.285
249.467,2.540,7.285
249.500,2.540,7.285
249.533,2.557,6.973
249.567,2.577,6.686
249.600,2.593,6.430
249.633,2.593,6.430
249.667,2.610,6.198
249.700,2.625,5.997
249.733,2.642,5.818
249.767,2.642,5.818
249.800,2.642,5.818
249.833,2.763,5.572
249.867,2.763,5.572
249.900,2.766,5.428
249.933,2.740,5.317
249.967,2.740,5.317
250.000,2.740,5.317
250.033,2.740,5.317
250.067,2.740,5.317
250.100,2.740,5.317
250.133,2.740,5.317
250.167,2.768,5.235
250.200,2.768,5.235
250.233,2.788,5.169
250.267,2.788,5.169
250.300,2.834,5.135
250.333,2.875,5.124
250.367,2.875,5.124
250.400,2.875,5.124
250.433,2.875,5.124
250.467,2.875,5.888
250.500,2.875,5.888
250.533,2.875,5.888
250.567,2.875,5.888
250.600,2.964,5.868
250.633,2.964,5.868
250.667,3.060,5.859
250.700,3.144,5.859
250.733,3.144,6.470
250.767,3.232,6.426
250.800,3.232,6.426
250.833,3.232,6.426
250.867,3.232,6.426
250.900,3.232,6.426
250.933,3.232,6.426
250.967,3.232,6.426
251.000,3.232,6.426
251.033,3.232,6.426
251.067,3.232,6.426
251.100,3.361,6.456
251.133,3.361,6.456
251.167,3.470,6.488
251.200,3.470,6.488
251.233,3.569,6.511
251.267,3.569,6.511
251.300,3.651,6.537
251.333,3.735,6.556
251.367,3.812,6.573
251.400,3.812,6.573
251.433,3.876,6.586
251.467,3.876,6.586
251.500,3.876,7.028
251.533,3.932,7.000
251.567,3.978,6.972
251.600,3.978,6.972
251.633,3.978,6.972
251.667,4.019,6.950
251.700,4.019,6.950
251.733,4.019,7.353
251.767,4.019,7.353
251.800,4.060,7.284
251.833,4.093,7.225
251.867,4.118,7.173
251.900,4.118,7.548
251.933,4.142,7.453
251.967,4.168,7.364
252.000,4.192,7.280
252.033,4.206,7.210
252.067,4.223,7.145
252.100,4.223,7.145
252.133,4.237,7.085
252.167,4.237,7.085
252.200,4.243,7.037
252.233,4.256,6.987
252.267,4.256,6.987
252.300,4.254,6.947
252.333,4.254,6.947
252.367,4.254,6.911
252.400,4.254,6.911
252.433,4.258,6.870
252.467,4.258,6.870
252.500,4.258,6.870
252.533,4.258,6.870
252.567,4.258,6.870
252.600,4.259,6.830
252.633,4.260,6.797
252.667,4.260,6.797
252.700,4.261,6.760
252.733,4.261,6.726
252.767,4.254,6.696
252.800,4.254,7.113
252.833,4.254,7.113
252.867,4.243,7.048
252.900,4.243,7.048
252.933,4.240,6.983
252.967,4.242,6.920
253.000,4.242,6.920
253.033,4.237,6.866
253.067,4.237,7.259
253.100,3.459,7.259
253.133,3.530,7.174
253.167,3.530,7.530
253.200,3.530,7.530
253.233,3.595,7.415
253.267,3.595,7.745
253.300,3.595,7.745
253.333,3.595,7.745
253.367,3.595,7.745
253.400,3.653,7.603
253.433,3.653,7.603
253.467,3.702,7.476
253.500,3.748,7.361
253.533,3.748,7.361
253.567,3.791,7.259
253.600,3.791,7.259
253.633,3.791,7.259
253.667,3.791,7.259
253.700,3.791,7.259
253.733,3.824,7.168
253.767,3.849,7.090
253.800,3.849,7.436
253.833,3.849,7.436
253.867,3.849,7.436
253.900,3.849,7.728
253.933,3.849,7.728
253.967,3.878,7.585
254.000,3.905,7.460
254.033,3.905,7.460
254.067,3.905,7.757
254.100,3.905,7.757
254.133,3.905,7.757
254.167,3.924,7.614
254.200,3.924,8.588
254.233,3.942,8.357
254.267,3.942,8.562
254.300,3.948,8.339
254.333,3.952,8.140
254.367,3.952,8.140
254.400,3.961,7.951
254.433,3.961,7.951
254.467,3.961,7.951
254.500,3.961,7.951
254.533,3.961,7.951
254.567,3.968,7.781
254.600,3.968,7.781
254.633,3.979,7.622
254.667,3.988,7.480
254.700,3.988,7.480
254.733,3.988,7.480
254.767,3.990,7.353
254.800,3.985,7.238
254.833,3.985,7.238
254.867,3.985,7.238
254.900,3.985,7.238
254.933,3.985,7.238
254.967,3.982,7.138
255.000,3.980,7.048
255.033,3.980,7.048
255.067,3.980,7.048
255.100,3.980,7.048
255.133,3.980,7.357
255.167,3.980,7.638
255.200,3.979,7.493
255.233,3.979,7.744
255.267,3.979,7.744
255.300,3.979,7.744
255.333,3.979,7.744
255.367,3.979,7.744
255.400,3.979,7.744
255.433,3.979,7.744
255.467,3.979,7.744
255.500,3.974,7.591
255.533,3.974,7.591
255.567,3.969,7.450
255.600,3.966,7.321
255.633,3.966,7.321
255.667,3.966,7.561
255.700,3.967,7.423
255.733,3.967,7.423
255.767,3.967,7.423
255.800,3.967,7.423
255.833,3.967,7.423
255.867,3.967,7.423
255.900,3.967,7.423
255.933,3.969,7.284
255.967,3.969,7.284
256.000,3.969,7.284
256.033,3.969,7.284
256.067,3.969,7.284
256.100,3.969,7.521
256.133,3.969,7.732
256.167,3.969,7.732
256.200,3.958,7.568
256.233,3.945,7.421
256.267,3.945,7.640
256.300,3.945,7.640
256.333,3.945,7.640
256.367,3.945,7.640
256.400,3.945,7.640
256.433,3.945,7.640
256.467,3.945,7.640
256.500,3.945,7.640
256.533,3.945,7.640
256.567,3.931,7.489
256.600,3.931,7.489
256.633,3.918,7.356
256.667,3.918,7.356
256.700,3.918,7.356
256.733,3.918,7.356
256.767,3.918,7.356
256.800,3.918,7.356
256.833,3.918,7.356
256.867,3.918,7.356
256.900,3.918,7.356
256.933,3.918,7.356
256.967,3.918,7.356
257.000,3.898,7.218
257.033,3.898,7.218
257.067,3.898,7.495
257.100,3.835,7.385
257.133,3.806,7.233
257.167,3.806,7.233
257.200,3.792,7.092
257.233,3.792,7.092
257.267,3.792,7.092
257.300,3.775,6.971
257.333,3.775,6.971
257.367,3.775,7.161
257.400,3.775,7.161
257.433,3.757,7.042
257.467,3.757,7.042
257.500,3.746,6.928
257.533,3.746,7.106
257.567,3.741,6.982
257.600,3.736,6.871
257.633,3.726,6.772
257.667,3.726,6.772
257.700,3.726,6.970
257.733,3.726,6.970
257.767,3.726,6.970
257.800,3.726,6.970
257.833,3.706,6.861
257.867,3.706,6.861
257.900,3.668,6.771
257.933,3.668,6.771
257.967,3.624,6.669
258.000,3.624,6.669
258.033,3.592,6.565
258.067,3.592,6.565
258.100,3.579,6.453
258.133,3.566,6.355
258.167,3.553,6.269
258.200,3.537,6.194
258.233,3.524,6.124
258.267,3.524,6.124
258.300,3.524,6.361
258.333,3.515,6.279
258.367,3.515,6.279
258.400,3.502,6.208
258.433,3.497,6.141
258.467,3.494,6.074
258.500,3.494,6.074
258.533,3.494,6.074
258.567,3.494,6.074
258.600,3.484,6.026
258.633,3.484,6.026
258.667,3.484,6.026
258.700,3.476,5.981
258.733,3.476,5.981
258.767,3.476,5.981
258.800,3.476,5.981
258.833,3.476,5.981
258.867,3.476,6.204
258.900,3.472,6.147
258.933,3.472,6.147
258.967,3.472,6.147
259.000,3.474,6.093
259.033,3.474,6.043
259.067,3.474,6.043
259.100,3.474,6.043
259.133,3.465,6.004
259.167,3.465,6.209
259.200,3.465,6.209
259.233,3.454,6.159
259.267,3.454,6.159
259.300,3.454,6.159
259.333,3.454,6.159
259.367,2.730,6.159
259.400,2.831,6.037
259.433,2.831,6.037
259.467,2.831,6.037
259.500,2.831,6.037
259.533,2.831,6.037
259.567,2.895,6.002
259.600,2.948,5.972
259.633,2.948,5.972
259.667,2.948,5.972
259.700,2.948,5.972
259.733,2.948,5.972
259.767,2.948,5.972
259.800,2.948,5.972
259.833,2.948,5.972
259.867,2.948,5.972
259.900,2.995,5.943
259.933,3.035,5.919
259.967,3.035,5.919
260.000,3.035,5.919
260.033,3.071,5.898
260.067,3.071,5.898
260.100,3.071,5.898
260.133,3.102,5.880
260.167,3.102,6.040
260.200,3.134,5.996
260.233,3.134,5.996
260.267,3.162,5.961
260.300,3.162,5.961
260.333,3.162,5.961
260.367,3.162,5.961
260.400,3.162,5.961
260.433,3.185,5.933
260.467,3.191,5.921
260.500,3.191,5.921
260.533,3.191,5.921
260.567,3.208,5.895
260.600,3.225,5.864
260.633,3.225,5.864
260.667,3.225,5.864
260.700,3.234,5.839
260.733,3.234,5.839
260.767,3.248,5.821
260.800,3.261,5.805
260.833,3.261,5.805
260.867,3.261,5.805
260.900,3.265,5.794
260.933,3.269,5.782
260.967,3.269,5.782
261.000,3.269,5.782
261.033,3.269,5.782
261.067,3.269,5.782
261.100,3.272,5.780
261.133,3.272,5.780
261.167,3.281,5.768
261.200,3.289,5.759
261.233,3.294,5.755
261.267,3.294,5.755
261.300,3.294,5.755
261.333,3.300,5.744
261.367,3.300,5.744
261.400,3.300,5.744
261.433,3.300,5.744
261.467,3.300,5.744
261.500,3.300,5.744
261.533,3.300,5.744
261.567,3.300,5.845
261.600,3.297,5.848
261.633,3.297,5.848
261.667,3.300,5.844
261.700,3.303,5.845
261.733,3.306,5.849
261.767,3.310,5.847
261.800,3.310,5.847
261.833,3.310,5.847
261.867,3.310,5.848
261.900,3.308,5.853
261.933,3.308,5.853
261.967,3.308,5.853
262.000,3.308,5.853
262.033,3.303,5.854
262.067,3.303,5.851
262.100,3.306,5.849
262.133,3.306,5.849
262.167,3.305,5.849
262.200,3.305,5.849
262.233,3.305,5.849
262.267,3.305,5.849
262.300,3.305,5.849
262.333,3.302,5.855
262.367,3.302,5.855
262.400,3.301,5.863
262.433,3.301,5.863
262.467,3.303,5.868
262.500,3.303,5.868
262.533,3.301,5.884
262.567,3.301,5.884
262.600,3.301,5.884
262.633,3.301,5.884
262.667,3.303,5.892
262.700,3.304,5.904
262.733,3.304,5.904
262.767,3.304,5.917
262.800,3.304,5.917
262.833,3.306,5.929
262.867,3.306,5.929
262.900,3.304,5.944
262.933,3.304,5.944
262.967,3.304,5.944
263.000,3.304,5.959
263.033,3.304,5.959
263.067,3.304,5.959
263.100,3.304,5.959
263.133,3.305,5.976
263.167,3.307,5.993
263.200,3.307,5.993
263.233,3.315,6.013
263.267,3.315,6.013
263.300,3.315,5.919
263.333,3.199,5.927
263.367,3.199,5.927
263.400,3.199,5.927
263.433,3.133,5.952
263.467,3.133,5.952
263.500,3.012,6.015
263.533,3.012,6.015
263.567,3.012,6.015
263.600,3.012,6.080
263.633,3.012,6.080
263.667,3.012,6.080
263.700,2.948,6.037
263.733,2.890,5.995
263.767,2.890,5.995
263.800,2.890,5.995
263.833,2.890,5.995
263.867,2.890,5.995
263.900,2.890,6.064
263.933,2.890,6.064
263.967,2.890,6.134
264.000,2.846,6.076
264.033,2.805,6.022
264.067,2.766,5.984
264.100,2.766,5.984
264.133,2.729,5.956
264.167,2.729,5.956
264.200,2.729,5.956
264.233,2.729,5.956
264.267,2.729,5.956
264.300,2.699,5.911
264.333,2.699,5.911
264.367,2.669,5.869
264.400,2.669,5.939
264.433,2.669,5.939
264.467,2.669,5.939
264.500,2.669,5.939
264.533,2.645,5.899
264.567,2.645,5.963
264.600,2.564,5.883
264.633,2.548,5.845
264.667,2.536,5.822
264.700,2.536,5.822
264.733,2.536,5.882
264.767,2.536,5.882
264.800,2.528,5.849
264.833,2.528,5.849
264.867,2.513,5.822
264.900,2.502,5.804
264.933,2.502,5.804
264.967,2.493,5.785
265.000,2.493,5.785
265.033,2.493,5.785
265.067,2.493,5.785
265.100,2.493,5.785
265.133,2.492,5.779
265.167,2.492,5.779
265.200,2.492,5.779
265.233,2.492,5.779
265.267,2.487,5.776
265.300,2.482,5.778
265.333,2.482,5.778
265.367,2.482,5.778
265.400,2.482,5.778
265.433,2.482,5.778
265.467,2.484,5.791
265.500,2.492,5.800
265.533,2.492,5.800
265.567,2.492,5.800
265.600,2.492,5.800
265.633,2.492,5.800
265.667,2.492,5.800
265.700,2.492,5.800
265.733,2.492,5.800
265.767,2.492,5.800
265.800,2.492,5.800
265.833,2.492,5.843
265.867,2.492,5.843
265.900,2.497,5.879
265.933,2.505,5.911
265.967,2.505,5.946
266.000,2.507,5.974
266.033,2.507,5.937
266.067,2.507,5.937
266.100,2.507,5.937
266.133,2.507,5.937
266.167,2.509,5.979
266.200,2.510,6.018
266.233,2.510,6.018
266.267,2.516,6.046
266.300,2.516,6.046
266.333,2.516,6.046
266.367,2.516,6.001
266.400,2.516,6.001
266.433,2.516,6.001
266.467,2.523,6.037
266.500,2.523,5.981
266.533,2.523,5.981
266.567,2.523,5.981
266.600,2.535,6.016
266.633,2.535,6.016
266.667,2.536,6.071
266.700,2.533,6.121
266.733,2.541,6.158
266.767,2.550,6.194
266.800,2.550,6.194
266.833,2.551,6.234
266.867,2.556,6.268
266.900,2.556,6.268
266.933,2.556,6.268
266.967,2.556,6.268
267.000,2.567,6.309
267.033,2.567,6.309
267.067,2.567,6.309
267.100,2.567,6.309
267.133,2.567,6.309
267.167,2.567,6.170
267.200,2.567,6.046
267.233,2.567,6.046
267.267,2.567,6.046
267.300,2.576,6.116
267.333,2.589,6.179
267.367,2.589,6.179
267.400,2.589,6.179
267.433,2.589,6.179
267.467,2.589,6.017
267.500,2.589,6.017
267.533,2.608,6.123
267.567,2.622,6.231
267.600,2.622,6.231
267.633,2.622,6.231
267.667,2.622,6.231
267.700,2.622,6.231
267.733,2.622,6.231
267.767,2.633,6.312
267.800,2.645,6.392
267.833,2.645,6.392
267.867,2.645,6.392
267.900,2.645,6.392
267.933,2.657,6.471
267.967,2.657,6.471
268.000,2.657,6.471
268.033,2.657,6.471
268.067,2.669,6.556
268.100,2.669,6.556
268.133,2.669,6.556
268.167,2.678,6.628
268.200,2.678,6.628
268.233,2.678,6.628
268.267,2.678,6.628
268.300,2.686,6.695
268.333,2.695,6.757
268.367,2.695,6.757
268.400,2.707,6.824
268.433,2.707,6.824
268.467,2.707,6.824
268.500,2.720,6.897
268.533,2.720,6.897
268.567,2.720,6.897
268.600,2.720,6.897
268.633,2.720,6.897
268.667,2.720,6.897
268.700,2.720,6.897
268.733,2.738,6.960
268.767,2.738,6.679
268.800,2.751,6.772
268.833,2.751,6.772
268.867,2.751,6.512
268.900,2.767,6.617
268.933,2.785,6.710
268.967,2.785,6.710
269.000,2.785,6.710
269.033,2.796,6.792
269.067,2.809,6.857
269.100,2.809,6.857
269.133,2.822,6.926
269.167,2.831,6.987
269.200,2.831,6.987
269.233,2.841,7.042
269.267,2.841,7.042
269.300,2.851,7.096
269.333,2.851,7.096
269.367,2.851,7.096
269.400,2.851,7.096
269.433,2.851,6.800
269.467,2.851,6.800
269.500,2.851,6.800
269.533,2.865,6.866
269.567,2.872,6.924
269.600,2.872,6.924
269.633,2.872,6.639
269.667,2.872,6.639
269.700,2.881,6.743
269.733,2.881,6.743
269.767,2.881,6.743
269.800,2.881,6.743
269.833,2.893,6.864
269.867,2.893,6.864
269.900,2.893,6.864
269.933,2.893,6.565
269.967,2.905,6.699
270.000,2.914,6.820
270.033,2.914,6.820
270.067,2.926,6.923
270.100,2.935,7.023
270.133,2.935,7.023
270.167,2.935,7.023
270.200,2.117,7.023
270.233,2.117,7.023
270.267,2.213,7.105
270.300,2.213,7.105
270.333,2.213,7.105
270.367,2.213,7.105
270.400,2.213,7.105
270.433,2.213,7.105
270.467,2.302,7.180
270.500,2.302,7.180
270.533,2.302,7.180
270.567,2.302,6.836
270.600,2.302,6.836
270.633,2.302,6.836
270.667,2.302,6.836
270.700,2.302,6.836
270.733,2.302,6.836
270.767,2.302,6.836
270.800,2.302,6.836
270.833,2.388,6.941
270.867,2.388,6.941
270.900,2.465,7.040
270.933,2.465,7.040
270.967,2.465,6.705
271.000,2.540,6.826
271.033,2.603,6.942
271.067,2.660,7.049
271.100,2.660,7.049
271.133,2.660,7.049
271.167,2.660,7.049
271.200,2.716,7.138
271.233,2.716,7.138
271.267,2.716,7.138
271.300,2.762,7.222
271.333,2.807,7.297
271.367,2.807,7.297
271.400,2.807,7.297
271.433,2.855,7.365
271.467,2.855,7.365
271.500,2.855,7.365
271.533,2.855,7.365
271.567,2.855,7.365
271.600,2.855,6.997
271.633,2.897,7.113
271.667,2.931,7.219
271.700,2.931,7.219
271.733,2.931,7.219
271.767,2.931,7.219
271.800,2.973,7.306
271.833,3.010,7.389
271.867,3.042,7.460
271.900,3.066,7.529
271.933,3.066,7.529
271.967,3.066,7.529
272.000,3.066,7.529
272.033,3.093,7.587
272.067,3.118,7.636
272.100,3.143,7.684
272.133,3.143,7.303
272.167,3.143,7.303
272.200,3.143,7.303
272.233,3.149,7.420
272.267,3.149,7.420
272.300,3.168,7.504
272.333,3.192,7.565
272.367,3.218,7.618
272.400,3.218,7.618
272.433,3.218,7.618
272.467,3.235,7.671
272.500,3.235,7.297
272.533,3.235,7.297
272.567,3.261,7.373
272.600,3.281,7.446
272.633,3.281,7.446
272.667,3.281,7.446
272.700,3.281,7.446
272.733,3.281,7.114
272.767,3.300,7.218
272.800,3.300,7.218
272.833,3.300,7.218
272.867,3.319,7.310
272.900,3.319,7.310
272.933,3.319,7.310
272.967,3.319,7.310
273.000,3.319,7.310
273.033,3.319,7.310
273.067,3.319,7.310
273.100,3.319,7.310
273.133,3.319,7.310
273.167,3.319,7.310
273.200,3.319,7.310
273.233,3.319,7.310
273.267,3.319,7.310
273.300,3.334,7.373
273.333,3.343,7.433
273.367,3.356,7.485
273.400,3.371,7.536
273.433,3.382,7.571
273.467,3.382,7.571
273.500,3.384,7.609
273.533,3.384,7.609
273.567,3.392,7.632
273.600,3.396,7.658
273.633,3.403,7.676
273.667,3.408,7.695
273.700,3.408,7.695
273.733,3.408,7.695
273.767,3.420,7.705
273.800,3.420,7.705
273.833,3.417,7.712
273.867,3.417,7.712
273.900,3.427,7.713
273.933,3.427,7.713
273.967,3.427,7.713
